#CHR	gene_start	gene_stop	GENE_ID	GENE_NAME	z_score	strand	gene_id	pLI	exac_pLI
chr19	9560352	9584533	ENSG00000197961	ZNF121	-0.0932260572336944	-	ENSG00000197961	0.39211	0.72486
chr19	10572670	10587315	ENSG00000129354	AP1M2	-0.7663874317006323	-	ENSG00000129354	2.1436e-08	0.001346
chr19	12379745	12383687	ENSG00000248406	CTD-3105H18.4	-0.6579461623467052	-			
chr19	14950033	15010643	ENSG00000105143	SLC1A6	-0.0410600318039211	-	ENSG00000105143	0.76237	0.92891
chr19	15910581	15911824	ENSG00000267056	AC005336.4	0.419812284871651	-			
chr19	18531768	18544077	ENSG00000105701	FKBP8	-0.547194425929193	-	ENSG00000105701	0.99825	0.97874
chr19	18877908	18896727	ENSG00000223802	CERS1	-0.7346922812828484	-	ENSG00000223802	0.096618	0.045457
chr19	38935296	38938632	ENSG00000269486	CTC-360G5.9	-0.6376496680826013	-			
chr19	42428287	42443048	ENSG00000189377	CXCL17	-0.1505338057441057	-	ENSG00000189377	0.0048138	0.028588
chr19	45149749	45158737	ENSG00000179846	NKPD1	-0.8359519025818875	-	ENSG00000179846	7.0389e-07	1.8874e-09
chr19	46039747	46077094	ENSG00000204869	IGFL4	-0.3493200583895947	-	ENSG00000204869	0.0011794	0.0031295
chr19	46424696	46428951	ENSG00000277531	LLNLF-187D8.1	-0.5134069662000225	-			
chr19	47607872	47608454	ENSG00000277383	CTD-3001H11.2	-0.8812075992518491	-			
chr19	50333799	50344761	ENSG00000131401	NAPSB	0.0064583547083613	-			
chr19	52222241	52231294	ENSG00000268015	CTD-2525I3.3	-0.2610369411820052	-			
chr19	53793602	53824394	ENSG00000142405	NLRP12	-0.7942226238342605	-	ENSG00000142405	3.6493e-28	3.144e-27
chr19	54923508	54966312	ENSG00000167634	NLRP7	-0.2245563142367201	-	ENSG00000167634	1.8058e-16	1.0958e-12
chr20	1767956	1779995	ENSG00000232528	RP4-673D20.3	-0.7275873445006033	-			
chr20	9537388	9839041	ENSG00000101349	PAK5	-0.5660149824445871	-	ENSG00000101349	0.99977	0.99836
chr20	17962709	17962946	ENSG00000212232	SNORD17	-0.8812075992518491	-			
chr20	21148740	21158741	ENSG00000228604	RP5-872K7.7	-0.8812075992518491	-			
chr20	23320957	23325352	ENSG00000277901	RP5-851M4.1	-0.6761715857675332	-			
chr20	35278906	35284985	ENSG00000242372	EIF6	-0.1643815810948655	-	ENSG00000242372	0.2378	0.78194
chr20	35285756	35292401	ENSG00000125998	FAM83C	-0.7397038716359128	-	ENSG00000125998	8.2423e-08	3.4924e-05
chr20	45109451	45115172	ENSG00000175121	WFDC5	-0.5825776517991089	-	ENSG00000175121	0.033893	5.6017e-05
chr20	45892693	45893419	ENSG00000271984	RP3-337O18.9	-0.4346847254415614	-			
chr20	61738218	61755056	ENSG00000225106	RP11-429E11.2	-0.6210971873235261	-			
chr21	17593652	17612947	ENSG00000154640	BTG3	-0.5533411534470923	-	ENSG00000154640	0.91582	0.69655
chr21	40010998	40847139	ENSG00000171587	DSCAM	-0.3566777173662702	-	ENSG00000171587	1.0	1.0
chr21	41711519	41715775	ENSG00000236384	LINC00479	-0.3230540069889895	-			
chr21	42733593	42741758	ENSG00000225731	AP001627.1	0.0971290343774328	-			
chr21	43322416	43332039	ENSG00000237864	LINC00322	-0.6951564018308959	-			
chr22	18110868	18130842	ENSG00000280007	AC008079.10	-0.5171943869065059	-			
chr22	24248073	24249466	ENSG00000230712	GGTLC4P	1.6304835659310188	-			
chr22	25052121	25065241	ENSG00000279110	CTA-243E7.1	-0.3230540069889895	-			
chr22	25876853	25903247	ENSG00000231933	CTA-125H2.2	-0.8365553118708202	-			
chr22	37204237	37212322	ENSG00000278195	SSTR3	-0.1370028095680363	-			
chr22	38736609	38736792	ENSG00000273096	RP3-508I15.20	-0.5851703348472385	-			
chr22	45155538	45156011	ENSG00000273243	CTA-217C2.2	-0.8812075992518491	-			
chr22	49994512	50012659	ENSG00000188263	IL17REL	0.2836346802532491	-	ENSG00000188263	0.0018916	0.32746
chr1	135140	135895	ENSG00000268903	RP11-34P13.15	4.9952019192892	-			
chr1	1173055	1179555	ENSG00000205231	TTLL10-AS1	0.2064763241321849	-			
chr1	16057768	16073632	ENSG00000185519	FAM131C	0.1660121699449166	-	ENSG00000185519	0.011477	0.27692
chr1	19814028	19815278	ENSG00000178828	RNF186	-0.33813923921231	-	ENSG00000178828	0.082589	0.015478
chr1	47183592	47191044	ENSG00000162366	PDZK1IP1	0.23509958527387	-	ENSG00000162366	0.00091769	0.00048406
chr1	60940238	60970776	ENSG00000237928	NFIA-AS2	-0.7731778717171021	-			
chr1	113880702	113887547	ENSG00000188761	BCL2L15	-0.7686388075349698	-	ENSG00000188761	0.048246	0.0036147
chr1	119794017	119811660	ENSG00000134193	REG4	2.2745069416189336	-	ENSG00000134193	0.00075276	5.6241e-05
chr1	148531384	148679751	ENSG00000270629	NBPF14	-0.4371517026449332	-			
chr1	155316862	155321687	ENSG00000225855	RUSC1-AS1	-0.3641811137873054	-			
chr1	155335267	155562807	ENSG00000116539	ASH1L	-0.567999108629525	-	ENSG00000116539	1.0	1.0
chr1	157830913	157898256	ENSG00000073754	CD5L	-0.8812075992518491	-	ENSG00000073754	4.2297e-17	7.096e-07
chr1	159712288	159714589	ENSG00000132693	CRP	-0.5767601852902893	-	ENSG00000132693	0.0036969	3.0631e-05
chr1	193012249	193059873	ENSG00000116750	UCHL5	-0.3989628955367384	-	ENSG00000116750	0.0012557	0.7811
chr1	219685426	219958647	ENSG00000196660	SLC30A10	-0.1661353814061926	-	ENSG00000196660	0.97952	0.92187
chr1	234669522	234696153	ENSG00000230628	RP4-781K5.6	-0.0129686779540675	-			
chr1	239703649	239730465	ENSG00000233355	CHRM3-AS2	-0.16626929006122	-			
chr2	26581201	26641368	ENSG00000157884	CIB4	-0.3850710727959739	-	ENSG00000157884	1.115e-07	2.3035e-06
chr2	68361213	68365584	ENSG00000203395	AC015969.3	-0.7094680324017385	-			
chr2	74135397	74147994	ENSG00000163170	BOLA3	-0.7248377212638105	-	ENSG00000163170	0.14911	0.4183
chr2	74518130	74526336	ENSG00000144045	DQX1	-0.8168052616830576	-	ENSG00000144045	5.0034e-20	7.4688e-15
chr2	88811185	88825207	ENSG00000283270	AC096579.13	-0.6021308031204193	-			
chr2	147899400	147902956	ENSG00000223911	AC009480.3	-0.5720763789216499	-			
chr2	176611436	176612249	ENSG00000272551	RP11-324L17.1	-0.6982064214607475	-			
chr3	47379088	47380999	ENSG00000260236	RP11-708J19.1	-0.6802723060372197	-			
chr3	69106871	69123032	ENSG00000163380	LMOD3	-0.2951463273758465	-	ENSG00000163380	1.5519e-07	0.0080584
chr3	126526998	126558965	ENSG00000180697	C3orf22	1.931886505752963	-	ENSG00000180697	0.1001	0.12731
chr3	128859715	128860526	ENSG00000261159	RP11-723O4.9	-0.6518294106506739	-			
chr3	146059584	146061679	ENSG00000261051	RP11-274H2.5	-0.7990254752376856	-			
chr3	185190623	185281990	ENSG00000113790	EHHADH	-0.3151926887881041	-	ENSG00000113790	5.2377e-10	8.5041e-11
chr3	186851885	186854183	ENSG00000226482	ADIPOQ-AS1	-0.8422666509544402	-			
chr3	190852877	190892429	ENSG00000205835	GMNC	-0.6702519108375399	-	ENSG00000205835	0.44666	
chr4	52722617	52751640	ENSG00000226887	ERVMER34-1	-0.829286334855304	-	ENSG00000226887		
chr4	68226652	68245720	ENSG00000185873	TMPRSS11B	-0.1023886333036729	-	ENSG00000185873	4.2885000000000003e-19	1.6805e-11
chr4	99276366	99291028	ENSG00000187758	ADH1A	-0.7137615215729912	-	ENSG00000187758	1.7118e-11	6.6892e-08
chr4	99636528	99654648	ENSG00000248713	RP11-766F14.2	-0.5504499149479323	-	ENSG00000248713	9.3027e-09	
chr4	139114929	139115374	ENSG00000179967	PPP1R14BP3	-0.8812075992518491	-			
chr4	177343003	177357032	ENSG00000249084	RP11-376O6.2	-0.7964247751106552	-			
chr5	987179	997308	ENSG00000215246	RP11-43F13.3	-0.7894563238113791	-			
chr5	69186358	69189452	ENSG00000280187	CTC-351M12.1	-0.7676848347238099	-			
chr5	96741078	96742654	ENSG00000249180	CTC-506B8.1	-0.5720763789216499	-			
chr5	115804732	115816954	ENSG00000129596	CDO1	-0.2640002139509395	-	ENSG00000129596	0.0096603	0.020073
chr5	147824567	147831786	ENSG00000164266	SPINK1	1.7010933577233085	-	ENSG00000164266	0.31476	0.29311
chr5	150608427	150615354	ENSG00000253852	CTB-140J7.2	-0.7571734676378803	-			
chr6	30151944	30160934	ENSG00000204613	TRIM10	-0.4436600595885018	-	ENSG00000204613	3.7432e-09	9.9495e-06
chr6	36315756	36336885	ENSG00000189325	C6orf222	-0.7548332010036545	-	ENSG00000189325	1.2538e-20	1.394e-13
chr6	52750088	52763569	ENSG00000244067	GSTA2	1.5812347195548844	-	ENSG00000244067	2.5611e-07	4.241e-08
chr6	143858061	143858689	ENSG00000270890	RP3-468K18.6	-0.8812075992518491	-			
chr7	23311729	23470467	ENSG00000136231	IGF2BP3	-0.2245563142367201	-	ENSG00000136231	0.99999	0.99973
chr7	30651942	30689284	ENSG00000106113	CRHR2	0.109799799255677	-	ENSG00000106113	8.5473e-17	6.6604e-07
chr7	38353714	38354517	ENSG00000211698	TRGV4	-0.2858437675047988	-			
chr7	93188585	93226524	ENSG00000188175	HEPACAM2	-0.7204593646801455	-	ENSG00000188175	1.566e-10	8.7072e-09
chr7	100169605	100177369	ENSG00000213420	GPC2	-0.6861247903056069	-	ENSG00000213420	0.031538	0.3074
chr7	156994050	157010651	ENSG00000130675	MNX1	-0.707237648416672	-	ENSG00000130675	0.78819	
chr8	6935821	6938338	ENSG00000164821	DEFA4	-0.7686388075349698	-	ENSG00000164821	0.49798	0.27197
chr8	67422037	67746385	ENSG00000165078	CPA6	8.754642635018789e-05	-	ENSG00000165078	4.3984e-17	1.6995e-09
chr8	92883529	93017673	ENSG00000205133	TRIQK	-0.6880005865454745	-	ENSG00000205133	0.0099534	
chr8	102204501	102239118	ENSG00000048392	RRM2B	0.9862875298206676	-	ENSG00000048392	0.002357	0.15724
chr8	103483397	103501676	ENSG00000253477	RP11-1C8.4	-0.8055257562331561	-			
chr8	123201171	123202743	ENSG00000204949	FAM83A-AS1	1.67035167966408	-			
chr8	141126043	141129961	ENSG00000253210	RP11-809O17.1	-0.4595516167191319	-			
chr9	72007880	72008136	ENSG00000236060	HSPB1P1	-0.8812075992518491	-			
chr9	114784634	114806126	ENSG00000181634	TNFSF15	-0.809187780895351	-	ENSG00000181634	0.0028159	0.36414
chr10	27398186	27414368	ENSG00000182077	PTCHD3	2.8970628714505846	-	ENSG00000182077	3.3312e-10	6.3819e-11
chr10	50799408	50885675	ENSG00000148584	A1CF	-0.7995265857499672	-	ENSG00000148584	5.9218e-10	0.0036197
chr10	127877840	127892947	ENSG00000180745	CLRN3	-0.623598248976683	-	ENSG00000180745	0.039218	0.14004
chr11	3665586	3669941	ENSG00000129749	CHRNA10	-0.5767601852902893	-	ENSG00000129749	4.7867e-10	1.0407e-05
chr11	46396413	46594125	ENSG00000110497	AMBRA1	-0.7116419509694614	-	ENSG00000110497	1.0	0.99997
chr11	66016751	66026517	ENSG00000175294	CATSPER1	-0.5784802271770778	-	ENSG00000175294	1.008e-11	1.1428e-08
chr11	74698230	74699658	ENSG00000279353	RP11-864N7.4	-0.6719000021532767	-			
chr11	76349955	76380971	ENSG00000137492	THAP12	-0.8442029412012726	-	ENSG00000137492	0.96834	0.96897
chr11	76955416	76978619	ENSG00000254988	CTD-2547H18.1	-0.5091052044099427	-			
chr11	102770502	102780628	ENSG00000166670	MMP10	0.9454768845175092	-	ENSG00000166670	5.907e-15	1.9805e-13
chr11	114360634	114380045	ENSG00000256195	RP11-64D24.4	-0.6541620701957707	-			
chr12	8058301	8066471	ENSG00000171860	C3AR1	1.5949647009688368	-	ENSG00000171860	3.3053e-09	4.6934e-05
chr12	56923153	56934405	ENSG00000170426	SDR9C7	-0.5970566795543933	-	ENSG00000170426	0.012329	0.013529
chr12	69326573	69331882	ENSG00000274979	RP11-1143G9.5	-0.8812075992518491	-			
chr12	105304866	105326969	ENSG00000257642	KCCAT198	-0.7254438060622138	-			
chr12	125958687	125983374	ENSG00000249267	LINC00939	0.4436404878775757	-			
chr13	19818120	19818619	ENSG00000233469	ST6GALNAC4P1	-0.8812075992518491	-			
chr14	57469300	57493867	ENSG00000100557	C14orf105	-0.8812075992518491	-	ENSG00000100557	0.00051722	0.00013615
chr14	65236479	65318790	ENSG00000258760	CTD-2509G16.5	-0.7397038716359128	-			
chr14	76783692	76786177	ENSG00000258301	RP11-488C13.5	-0.6040554706799464	-			
chr14	106622356	106622855	ENSG00000211968	IGHV1-58	3.0451142221834377	-			
chr15	39600030	39776531	ENSG00000150667	FSIP1	-0.4219269290469817	-	ENSG00000150667	7.6972e-14	4.5125e-07
chr15	64364310	64387687	ENSG00000166803	PCLAF	-0.639116884535428	-	ENSG00000166803	0.16276	0.1295
chr16	30553763	30558498	ENSG00000169951	ZNF764	-0.7109234524597902	-	ENSG00000169951	8.2354e-05	3.0679e-08
chr16	86221422	86222729	ENSG00000270058	RP11-514D23.3	-0.702598449727734	-			
chr16	90004864	90020043	ENSG00000003249	DBNDD1	-0.1370028095680363	-	ENSG00000003249	6.35e-05	0.000235
chr17	18172624	18178365	ENSG00000266677	RP11-258F1.1	-0.4313524651892458	-			
chr17	27756765	27800499	ENSG00000007171	NOS2	-0.1571164525324636	-	ENSG00000007171	4.0277e-15	7.2608e-09
chr17	40818116	40822595	ENSG00000186395	KRT10	2.69627536599378	-	ENSG00000186395	0.0025253	0.020063
chr17	44959692	44968071	ENSG00000131094	C1QL1	-0.7676848347238099	-	ENSG00000131094	5.6243e-06	
chr17	59202676	59202900	ENSG00000265415	CTD-2510F5.4	-0.8812075992518491	-			
chr17	66212032	66256525	ENSG00000091583	APOH	-0.4395915702087074	-	ENSG00000091583	1.5614e-15	1.2872e-10
chr17	75135247	75154683	ENSG00000189159	HN1	-0.7336780153938245	-	ENSG00000189159	0.002505	0.019313
chr18	31343367	31426988	ENSG00000266729	DSG1-AS1	-0.4205093961142507	-			
chr18	55776726	55781721	ENSG00000267325	LINC01415	-0.3230540069889895	-			
chr19	4174108	4182604	ENSG00000077463	SIRT6	-0.6356200186561909	-	ENSG00000077463	0.039119	0.054471
chr19	4292231	4302431	ENSG00000167664	TMIGD2	-0.7130609103693141	-	ENSG00000167664	1.0895e-05	0.015252
chr19	17390508	17394158	ENSG00000269720	CTD-2521M24.13	-0.7930780846840291	-			
chr19	35432956	35434642	ENSG00000232680	AC002511.3	-0.5767601852902893	-			
chr19	38587640	38618882	ENSG00000104814	MAP4K1	-0.7765538007025629	-	ENSG00000104814	0.98919	0.99141
chr19	40875438	40882752	ENSG00000198077	CYP2A7	0.826085741787486	-	ENSG00000198077	3.7792e-15	3.0147e-10
chr19	42401506	42427426	ENSG00000079435	LIPE	-0.7560142701461608	-	ENSG00000079435	9.7458e-12	5.7325e-09
chr19	43192701	43205774	ENSG00000243137	PSG4	0.8813826921045494	-	ENSG00000243137	5.9115e-29	7.8952e-10
chr19	44501676	44529788	ENSG00000273777	CEACAM20	-0.5091052044099427	-			
chr19	44537057	44620821	ENSG00000230666	CEACAM22P	-0.3867359604686445	-			
chr19	55151769	55157732	ENSG00000129991	TNNI3	0.1606791063054888	-	ENSG00000129991	0.096284	0.1719
chr20	1534250	1558843	ENSG00000125900	SIRPD	-0.6407722056616941	-	ENSG00000125900	3.9148e-08	7.782e-05
chr20	2794068	2800637	ENSG00000088882	CPXM1	-0.3496327494776971	-	ENSG00000088882	3.7553e-12	2.3384e-11
chr22	22114843	22118005	ENSG00000263366	ABHD17AP5	0.4810655750846218	-			
chr22	30262828	30266840	ENSG00000099985	OSM	-0.8276248543946145	-	ENSG00000099985	0.58916	0.39792
chr6	110424686	110476641	ENSG00000004809	SLC22A16	0.2836346802532491	-	ENSG00000004809	6.3118000000000006e-27	2.087e-22
chr19	46019152	46023065	ENSG00000008438	PGLYRP1	-0.3558865712397459	-	ENSG00000008438	1.7919e-05	0.1672
chr1	68474151	68497221	ENSG00000024526	DEPDC1	-0.5835256833783239	-	ENSG00000024526	7.635e-10	3.2962e-07
chr7	49850420	50121329	ENSG00000042813	ZPBP	-0.3208302874979024	-	ENSG00000042813	0.00031153	0.15964
chr11	64746388	64760297	ENSG00000068976	PYGM	-0.7387002990996295	-	ENSG00000068976	2.033e-13	2.6159e-08
chr16	14672544	14694669	ENSG00000069764	PLA2G10	-0.6502474921085968	-	ENSG00000069764	0.069507	0.021748
chr2	178463663	178478600	ENSG00000079150	FKBP7	-0.8812075992518491	-	ENSG00000079150	4.1828e-08	3.156e-05
chr17	19770829	19867936	ENSG00000083290	ULK2	-0.4383749971259439	-	ENSG00000083290	1.877e-08	1.3004e-05
chr22	36800683	36819479	ENSG00000100362	PVALB	-0.3437263622579843	-	ENSG00000100362	0.086602	0.06787
chr14	24606479	24609699	ENSG00000100450	GZMH	-0.8812075992518491	-	ENSG00000100450	1.2818e-07	0.00021318
chr20	25070884	25082365	ENSG00000100987	VSX1	-0.5233075858924582	-	ENSG00000100987	0.035854	0.0065997
chr20	44752313	44810338	ENSG00000101098	RIMS4	-0.691808436838745	-	ENSG00000101098	0.23281	0.95277
chr20	13849246	13996443	ENSG00000101251	SEL1L2	-0.5622626893873579	-	ENSG00000101251	7.3382e-20	2.6913e-11
chr19	3804023	3869032	ENSG00000105278	ZFR2	-0.3911215182405577	-	ENSG00000105278	9.762299999999999e-26	5.3716e-09
chr19	47870465	47886397	ENSG00000105398	SULT2A1	1.5438735257522993	-	ENSG00000105398	1.2523e-15	1.3858e-07
chr19	35550042	35563658	ENSG00000105675	ATP4A	-0.599785619959651	-	ENSG00000105675	9.4424e-12	6.9862e-08
chr10	100288153	100330486	ENSG00000107593	PKD2L1	0.973579722729346	-	ENSG00000107593	1.5748000000000001e-27	6.5711e-17
chr17	64499615	64508199	ENSG00000108654	DDX5	-0.1029370973641998	-	ENSG00000108654	0.99998	0.99745
chr17	28905249	28951771	ENSG00000109118	PHF12	-0.8444062634982539	-	ENSG00000109118	1.0	0.99996
chr5	178978326	178996206	ENSG00000113262	GRM6	-0.6951564018308959	-	ENSG00000113262	4.4632e-17	2.4182e-09
chr3	169839178	169869930	ENSG00000114248	LRRC31	-0.6168190555483892	-	ENSG00000114248	2.0007e-06	5.2403e-06
chr1	20111938	20119566	ENSG00000117215	PLA2G2D	-0.8812075992518491	-	ENSG00000117215	1.8079e-05	0.00017768
chr8	42849636	42897290	ENSG00000120925	RNF170	-0.341058961578114	-	ENSG00000120925	0.51091	0.64814
chr3	119525090	119559602	ENSG00000121594	CD80	-0.6284588027554598	-	ENSG00000121594	0.010898	0.25522
chr11	28020619	28108247	ENSG00000121621	KIF18A	-0.8812075992518491	-	ENSG00000121621	0.0014835	0.14944
chr13	20138254	20161049	ENSG00000121743	GJA3	-0.7560142701461608	-	ENSG00000121743	0.0013126	0.00027989
chr7	19020990	19117672	ENSG00000122691	TWIST1	-0.752402924114266	-	ENSG00000122691	0.34491	0.18203
chr17	31272012	31297411	ENSG00000126861	OMG	-0.2277594912367939	-	ENSG00000126861	0.97114	0.86321
chr9	130902437	130939286	ENSG00000130720	FIBCD1	-0.4087456373363994	-	ENSG00000130720	1.9395e-14	7.5646e-06
chr11	67642554	67650659	ENSG00000132744	ACY3	0.2258739060629137	-	ENSG00000132744	5.4152e-06	1.8845e-07
chr11	59852799	59866575	ENSG00000134827	TCN1	0.172767712026241	-	ENSG00000134827	2.3229e-17	3.8556e-16
chr16	75528534	75535247	ENSG00000135702	CHST5	-0.6982064214607475	-	ENSG00000135702	0.00022148	0.0053802
chr16	67229388	67247658	ENSG00000135723	FHOD1	0.2270685983348361	-	ENSG00000135723	1.8119e-16	9.4604e-11
chr14	23520854	23555987	ENSG00000136367	ZFHX2	-0.7704994487203728	-	ENSG00000136367	0.99711	
chr16	46703368	46763246	ENSG00000140795	MYLK3	-0.8276248543946145	-	ENSG00000140795	5.8848e-07	0.14097
chr1	35713874	35719472	ENSG00000142686	C1orf216	-0.5359579545531731	-	ENSG00000142686	0.0013436	0.12838
chr8	12425613	12436343	ENSG00000145002	FAM86B2	-0.8812075992518491	-	ENSG00000145002	4.8114e-06	0.67412
chr5	83637804	83721613	ENSG00000145681	HAPLN1	-0.1421352563934419	-	ENSG00000145681	0.60242	0.26083
chr11	18231348	18236893	ENSG00000148965	SAA4	-0.0144279030318788	-	ENSG00000148965	0.012346	0.014636
chr11	75422393	75430629	ENSG00000149243	KLHL35	-0.5767601852902893	-	ENSG00000149243	2.3745e-15	1.3504e-12
chr14	59510429	59576831	ENSG00000151838	CCDC175	-0.5767601852902893	-	ENSG00000151838	4.9246e-09	
chr2	130191742	130198461	ENSG00000152086	TUBA3E	3.2950945734443704	-	ENSG00000152086	2.0308e-08	0.0012053
chr3	13816257	13880121	ENSG00000154764	WNT7A	-0.5931283258258571	-	ENSG00000154764	0.035773	0.44126
chr17	18537799	18625608	ENSG00000154874	CCDC144B	-0.3171787060178015	-			
chr6	150018333	150025532	ENSG00000155918	RAET1L	-0.8114384002189916	-	ENSG00000155918	2.4837e-10	0.00020021
chr3	187668905	187670399	ENSG00000157005	SST	-0.5125189878488592	-	ENSG00000157005	0.34128	0.6655
chr1	32694864	32703596	ENSG00000162520	SYNC	0.3505796388454961	-	ENSG00000162520	1.8569e-05	0.041685
chr1	74026014	74198187	ENSG00000162620	LRRIQ3	-0.1761714827092896	-	ENSG00000162620	1.374e-13	3.2223e-15
chr2	218162844	218166995	ENSG00000163464	CXCR1	-0.5091052044099427	-	ENSG00000163464	3.0337e-07	0.00037456
chr2	219054419	219060467	ENSG00000163501	IHH	-0.682752988669499	-	ENSG00000163501	0.31397	0.34992
chr4	127917804	127965953	ENSG00000164073	MFSD8	-0.6436954323314833	-	ENSG00000164073	2.5375e-12	4.6681e-06
chr7	151148588	151174745	ENSG00000164900	GBX1	-0.5518054792278664	-	ENSG00000164900	0.40982	0.26961
chr11	47659590	47715389	ENSG00000165923	AGBL2	-0.6419989168534807	-	ENSG00000165923	3.9622e-16	6.8105e-12
chr10	70771238	70785401	ENSG00000166220	TBATA	-0.1460784777349121	-	ENSG00000166220	4.7461e-10	1.686e-07
chr17	19383544	19387240	ENSG00000166482	MFAP4	1.2088994696473696	-	ENSG00000166482	0.11416	0.55956
chr7	101170492	101180276	ENSG00000167011	NAT16	0.4491858946349668	-	ENSG00000167011	3.6952e-06	5.9094e-05
chr17	74541107	74546143	ENSG00000167850	CD300C	-0.7381931556827178	-	ENSG00000167850	1.164e-05	0.0005783
chr22	38426326	38455199	ENSG00000168135	KCNJ4	-0.731255887897648	-	ENSG00000168135	0.9649	0.82595
chr3	39263493	39281735	ENSG00000168329	CX3CR1	-0.4210504392183465	-	ENSG00000168329	0.061371	0.10729
chr5	139367195	139384553	ENSG00000170482	SLC23A1	0.3591337168878387	-	ENSG00000170482	0.023504	0.024322
chr7	102483138	102517781	ENSG00000170667	RASA4B	-0.6096734192320795	-	ENSG00000170667	0.0214	0.57565
chr11	30830368	31369810	ENSG00000170959	DCDC1	-0.7217351443196035	-	ENSG00000170959	4.7858e-08	9.1349e-05
chr9	133205276	133209250	ENSG00000171102	OBP2B	0.819831920025437	-	ENSG00000171102	1.3223e-05	0.18297
chr17	41500980	41505705	ENSG00000171401	KRT13	2.624940318343015	-	ENSG00000171401	0.00064096	0.0016675
chr4	154583125	154590766	ENSG00000171560	FGA	0.23509958527387	-	ENSG00000171560	1.2236e-13	6.3465e-10
chr10	73674284	73698159	ENSG00000172650	AGAP5	-0.7748926292970186	-	ENSG00000172650	0.0059176	
chr12	52644557	52652164	ENSG00000172867	KRT2	2.4045267552012106	-	ENSG00000172867	0.0012882	0.06735
chr11	65592854	65595996	ENSG00000173338	KCNK7	-0.6331393360239115	-	ENSG00000173338	3.478e-05	6.4273e-06
chr3	57293698	57544344	ENSG00000174844	DNAH12	-0.6070268872630761	-	ENSG00000174844	9.0946e-10	0.00039417
chr14	64939151	64942905	ENSG00000176153	GPX2	-0.4605701094305636	-	ENSG00000176153	0.00014995	0.002317
chr15	40250663	40252887	ENSG00000176753	C15orf56	-0.4530349805296554	-	ENSG00000176753	0.031586	0.051704
chr10	73631653	73641757	ENSG00000177791	MYOZ1	0.6072019801157763	-	ENSG00000177791	1.7902e-05	0.0045921
chr17	8120589	8124092	ENSG00000179111	HES7	-0.6579461623467052	-	ENSG00000179111	0.827	0.78288
chr7	126438597	127253294	ENSG00000179603	GRM8	-0.2193653949875887	-	ENSG00000179603	4.5334e-07	0.0040386
chr19	10512741	10517931	ENSG00000180739	S1PR5	-0.8515711253263875	-	ENSG00000180739	0.15713	0.057413
chr8	56436673	56446734	ENSG00000181195	PENK	1.1407827727192648	-	ENSG00000181195	0.0002077	2.7574e-05
chr1	240775514	241357230	ENSG00000182901	RGS7	-0.2093236511987516	-	ENSG00000182901	0.77696	0.78175
chr5	173232108	173235357	ENSG00000183072	NKX2-5	-0.7930780846840291	-	ENSG00000183072	0.94531	0.85865
chr17	45254392	45260990	ENSG00000184361	SPATA32	-0.5510322348146646	-	ENSG00000184361	1.3702e-09	2.9527e-05
chr22	38578119	38656629	ENSG00000184949	FAM227A	-0.2890202513632054	-	ENSG00000184949	1.9662e-16	
chr16	88677681	88681714	ENSG00000185669	SNAI3	-0.7977453798480569	-	ENSG00000185669	0.013249	0.0083057
chr16	29742462	29746006	ENSG00000185905	C16orf54	-0.6818670305865421	-	ENSG00000185905	0.36686	0.66808
chr19	15878022	15898120	ENSG00000186115	CYP4F2	2.552711963299348	-	ENSG00000186115	7.5803e-17	3.5204e-11
chr18	35366696	35377337	ENSG00000186496	ZNF396	-0.4947935738391001	-	ENSG00000186496	8.7621e-06	4.7222e-07
chr12	9898672	9932381	ENSG00000188393	CLEC2A	0.23509958527387	-	ENSG00000188393	2.191e-06	
chr4	51993701	52017620	ENSG00000188993	LRRC66	-0.6797687088111178	-	ENSG00000188993	4.5037e-10	9.285e-14
chr7	35079988	35186041	ENSG00000189212	DPY19L2P1	-0.4346847254415614	-			
chr4	99412260	99435737	ENSG00000196344	ADH7	-0.5767601852902893	-	ENSG00000196344	1.5123e-11	7.3328e-09
chr1	2528744	2530245	ENSG00000197921	HES5	-0.7616032580526649	-	ENSG00000197921	0.24882	0.53272
chr5	74780113	74865639	ENSG00000198780	FAM169A	-0.5818626559153433	-	ENSG00000198780	0.99907	0.99858
chr1	67092164	67231853	ENSG00000203963	C1orf141	-0.22085687037748	-	ENSG00000203963	0.0032311	2.7004e-05
chr11	105041325	105045376	ENSG00000204397	CARD16	-0.7340022562374685	-	ENSG00000204397	0.38275	0.040164
chr4	40042916	40057199	ENSG00000205794	RP11-333E13.4	-0.5899970293755745	-			
chr22	21035242	21045017	ENSG00000206145	P2RX6P	-0.4965341775571756	-			
chr6	159780249	159780381	ENSG00000207392	SNORA20	-0.7841374092930908	-			
chr7	38299810	38300322	ENSG00000211694	TRGV10	-0.8812075992518491	-			
chr3	197580343	197580629	ENSG00000213519	AC132008.1	-0.6766933059036258	-			
chr4	98251687	98261630	ENSG00000214559	RP11-323J4.1	-0.8812075992518491	-			
chr14	64329430	64338599	ENSG00000214770	RP11-544I20.2	-0.8812075992518491	-			
chr1	152153594	152159228	ENSG00000215853	RPTN	-0.8812075992518491	-	ENSG00000215853	2.5475e-05	3.1753e-18
chr19	49118460	49119140	ENSG00000221916	C19orf73	-0.7765538007025629	-	ENSG00000221916	0.083294	0.48401
chr7	29514328	29563670	ENSG00000223813	AC007255.8	-0.2968320261444256	-			
