CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	count_fdr_0p1	pctile_fdr_0p1	z_score	ens_version	status
15	ENSG00000260916	CCPG1	55340031	55408510	225	22	0.097777778	-0.222477518	7	autosome
15	ENSG00000171016	PYGO1	55538889	55588947	167	9	0.053892216	-0.511486464	11	autosome
15	ENSG00000069869	NEDD4	55826921	55993746	231	42	0.181818182	0.330971667	15	autosome
15	ENSG00000151575	TEX9	56244008	56445997	187	13	0.069518717	-0.408577936	14	autosome
15	ENSG00000138587	MNS1	56421543	56465137	182	17	0.093406593	-0.25126401	5	autosome
15	ENSG00000128849	CGNL1	57375966	57550727	264	111	0.420454545	1.902514573	10	autosome
15	ENSG00000128918	ALDH1A2	57953423	58497866	267	140	0.524344569	2.586683689	14	autosome
15	ENSG00000103569	AQP9	58138168	58185911	181	11	0.060773481	-0.466169802	9	autosome
15	ENSG00000166035	LIPC	58410568	58569843	213	31	0.145539906	0.092060606	10	autosome
15	ENSG00000137845	ADAM10	58588806	58749978	179	12	0.067039106	-0.424907443	14	autosome
15	ENSG00000128923	MINDY2	58771191	58861900	195	16	0.082051282	-0.326044562	10	autosome
15	ENSG00000157450	RNF111	58987654	59097419	225	15	0.066666667	-0.427360148	15	autosome
15	ENSG00000137776	SLTM	58879044	58933653	160	11	0.06875	-0.413640329	16	autosome
15	ENSG00000157456	CCNB2	59105077	59125045	104	1	0.009615385	-0.803072115	7	autosome
15	ENSG00000157483	MYO1E	59132433	59372900	266	36	0.135338346	0.024878097	8	autosome
15	ENSG00000140297	GCNT3	59594874	59640239	192	20	0.104166667	-0.180403406	12	autosome
15	ENSG00000140307	GTF2A2	59638061	59657538	195	18	0.092307692	-0.258500837	10	autosome
15	ENSG00000227161	AC092755.4	59644297	59672302	196	19	0.096938776	-0.228002778	1	autosome
15	ENSG00000140299	BNIP2	59659145	59689534	208	26	0.125	-0.043205216	11	autosome
15	ENSG00000182718	ANXA2	60347133	60402883	247	69	0.279352227	0.9732834	16	autosome
15	ENSG00000069667	RORA	60488283	61229319	278	43	0.154676259	0.152228177	15	autosome
15	ENSG00000129003	VPS13C	61852388	62060473	221	38	0.171945701	0.265956317	15	autosome
15	ENSG00000171914	TLN2	62390525	62844631	259	42	0.162162162	0.201526691	16	autosome
15	ENSG00000259370	RP11-1069G10.1	62827674	62884034	151	39	0.258278146	0.834499763	2	autosome
15	ENSG00000140416	TPM1	63042631	63071915	228	167	0.73245614	3.957205172	19	autosome
15	ENSG00000035664	DAPK2	63907035	64072033	201	69	0.343283582	1.39430418	11	autosome
15	ENSG00000259351	RP11-111E14.1	63928273	63935953	125	5	0.04	-0.602973832	1	autosome
15	ENSG00000166797	FAM96A	64072558	64094018	135	12	0.088888889	-0.281015412	10	autosome
15	ENSG00000028528	SNX1	64094122	64146090	140	37	0.264285714	0.874062684	14	autosome
15	ENSG00000157734	SNX22	64151716	64157481	147	38	0.258503401	0.835983187	13	autosome
15	ENSG00000169118	CSNK1G1	64165516	64356259	116	7	0.060344828	-0.468992703	17	autosome
15	ENSG00000103671	TRIP4	64387747	64455303	118	8	0.06779661	-0.419918891	9	autosome
15	ENSG00000180357	ZNF609	64460741	64686068	168	8	0.047619048	-0.552798494	9	autosome
15	ENSG00000180304	OAZ2	64687572	64703281	112	4	0.035714286	-0.631197459	14	autosome
15	ENSG00000259635	AC100830.3	64701247	64719602	36	2	0.055555556	-0.500532516	1	autosome
15	ENSG00000166831	RBPMS2	64739891	64775587	140	7	0.05	-0.5371187	8	autosome
15	ENSG00000140451	PIF1	64815631	64825668	187	7	0.037433155	-0.619877823	12	autosome
15	ENSG00000246922	UBAP1L	65092769	65115197	130	8	0.061538462	-0.461132011	8	autosome
15	ENSG00000166855	CLPX	65148218	65185342	104	3	0.028846154	-0.676427632	9	autosome
15	ENSG00000138615	CILP	65194757	65211488	183	12	0.06557377	-0.43455743	5	autosome
15	ENSG00000103742	IGDCC4	65381463	65423072	204	10	0.049019608	-0.543575086	11	autosome
15	ENSG00000074696	HACD3	65530417	65578352	133	16	0.120300752	-0.074152176	12	autosome
15	ENSG00000137834	SMAD6	66702227	66782848	220	10	0.045454545	-0.567052851	14	autosome
15	ENSG00000166949	SMAD3	67065844	67195195	269	88	0.327137546	1.287974251	15	autosome
15	ENSG00000103591	AAGAB	67201032	67254736	193	15	0.077720207	-0.354566912	12	autosome
15	ENSG00000033800	PIAS1	68054178	68198603	216	32	0.148148148	0.109237218	13	autosome
15	ENSG00000129007	CALML4	68193846	68206110	155	13	0.083870968	-0.314060998	14	autosome
15	ENSG00000128973	CLN6	68206991	68257131	156	9	0.057692308	-0.486460907	12	autosome
15	ENSG00000137809	ITGA11	68296532	68432162	251	50	0.199203187	0.445460848	16	autosome
15	ENSG00000103647	CORO2B	68578968	68727806	250	20	0.08	-0.339553307	12	autosome
15	ENSG00000138604	GLCE	69160583	69272217	156	11	0.070512821	-0.402031252	9	autosome
15	ENSG00000137818	RPLP1	69452783	69456194	53	2	0.037735849	-0.617884428	11	autosome
15	ENSG00000140332	TLE3	70047789	70098176	198	26	0.131313131	-0.001630007	15	autosome
15	ENSG00000137831	UACA	70654553	70763593	167	12	0.071856287	-0.393183833	14	autosome
15	ENSG00000187720	THSD4	71096951	71783383	276	79	0.286231884	1.018589474	14	autosome
15	ENSG00000260037	CTD-2524L6.3	71818395	71822288	26	0	0	-0.866394357	5	autosome
15	ENSG00000066933	MYO9A	71822455	72118577	132	5	0.037878788	-0.616943102	15	autosome
15	ENSG00000166192	SENP8	72114257	72143688	115	1	0.008695652	-0.809129025	14	autosome
15	ENSG00000137817	PARP6	72241180	72272999	126	6	0.047619048	-0.552798494	16	autosome
15	ENSG00000261460	RP11-106M3.3	72278866	72351794	94	8	0.085106383	-0.305925154	1	autosome
15	ENSG00000140488	CELF6	72284726	72320129	42	2	0.047619048	-0.552798494	15	autosome
15	ENSG00000213614	HEXA	72340918	72376112	84	5	0.05952381	-0.474399528	9	autosome
15	ENSG00000261423	RP11-1007O24.3	72409373	72475168	26	1	0.038461538	-0.61310539	1	autosome
15	ENSG00000166233	ARIH1	72496790	72602985	70	2	0.028571429	-0.678236839	14	autosome
15	ENSG00000067141	NEO1	73051709	73305206	212	24	0.113207547	-0.120864569	16	autosome
15	ENSG00000156642	NPTN	73560014	73634134	154	8	0.051948052	-0.524289779	16	autosome
15	ENSG00000281183	NPTN-IT1	73567011	73569294	159	7	0.044025157	-0.576466106	1	autosome
15	ENSG00000103855	CD276	73683965	73714518	165	19	0.115151515	-0.108062542	17	autosome
15	ENSG00000205363	C15orf59	73735430	73752747	190	42	0.221052632	0.589350651	5	autosome
15	ENSG00000261801	LOXL1-AS1	73908070	73928248	233	28	0.120171674	-0.075002221	5	autosome
15	ENSG00000129038	LOXL1	73925988	73952137	241	51	0.211618257	0.527220455	15	autosome
15	ENSG00000067221	STOML1	73978922	73994622	194	10	0.051546392	-0.526934917	13	autosome
15	ENSG00000140464	PML	73994672	74047812	244	17	0.069672131	-0.407567623	19	autosome
15	ENSG00000140459	CYP11A1	74337758	74366206	60	4	0.066666667	-0.427360148	17	autosome
15	ENSG00000138623	SEMA7A	74409288	74434467	165	20	0.121212121	-0.068150341	9	autosome
15	ENSG00000260103	RP11-10O17.1	74478069	74490286	65	2	0.030769231	-0.663763184	2	autosome
15	ENSG00000179361	ARID3B	74541176	74598131	131	3	0.022900763	-0.715581079	17	autosome
15	ENSG00000179335	CLK3	74598499	74645414	91	5	0.054945055	-0.504552976	18	autosome
15	ENSG00000179151	EDC3	74630557	74696292	61	1	0.016393443	-0.758435125	11	autosome
15	ENSG00000140474	ULK3	74836115	74843197	164	36	0.219512195	0.579206086	12	autosome
15	ENSG00000140497	SCAMP2	74843729	74873365	179	25	0.139664804	0.053370047	16	autosome
15	ENSG00000178802	MPI	74890004	74899986	164	14	0.085365854	-0.304216407	17	autosome
15	ENSG00000198794	SCAMP5	74957464	75021496	167	35	0.209580838	0.513803006	11	autosome
15	ENSG00000138621	PPCDC	75023554	75117462	197	14	0.07106599	-0.398388348	11	autosome
15	ENSG00000140365	COMMD4	75335890	75343224	182	8	0.043956044	-0.576921252	15	autosome
15	ENSG00000140398	NEIL1	75347161	75357114	191	10	0.052356021	-0.521603094	13	autosome
15	ENSG00000140400	MAN2C1	75358200	75368154	146	38	0.260273973	0.847643307	16	autosome
15	ENSG00000260274	RP11-817O13.8	75368198	75369378	109	5	0.04587156	-0.564306599	1	autosome
15	ENSG00000169371	SNUPN	75598082	75626469	165	9	0.054545455	-0.50718455	13	autosome
15	ENSG00000173548	SNX33	75648706	75662301	179	11	0.061452514	-0.461698019	8	autosome
15	ENSG00000173546	CSPG4	75674321	75712848	210	42	0.2	0.450708269	7	autosome
15	ENSG00000246877	DNM1P35	75727688	75738623	176	6	0.034090909	-0.641888228	1	autosome
15	ENSG00000140367	UBE2Q2	75843284	75901078	171	7	0.040935673	-0.596811948	11	autosome
15	ENSG00000167196	FBXO22	75903858	75940935	173	11	0.063583815	-0.447662308	13	autosome
15	ENSG00000169758	TMEM266	76059836	76229121	206	13	0.063106796	-0.450803723	12	autosome
15	ENSG00000140374	ETFA	76215354	76311472	180	18	0.1	-0.207843044	15	autosome
15	ENSG00000159556	ISL2	76336723	76342476	84	5	0.05952381	-0.474399528	9	autosome
15	ENSG00000140386	SCAPER	76347903	76905444	194	22	0.113402062	-0.11958359	12	autosome
15	ENSG00000117906	RCN2	76931618	76954392	158	13	0.082278481	-0.32454834	13	autosome
15	ENSG00000140368	PSTPIP1	76993358	77037332	151	6	0.039735099	-0.604718339	12	autosome
15	ENSG00000173517	PEAK1	77100655	77420144	222	20	0.09009009	-0.273104886	10	autosome
15	ENSG00000140382	HMG20A	77420411	77485607	203	17	0.083743842	-0.314898184	14	autosome
15	ENSG00000169783	LINGO1	77613026	77820900	213	36	0.169014085	0.246650116	12	autosome
15	ENSG00000260139	CSPG4P13	77894683	77904674	112	5	0.044642857	-0.572398235	6	autosome
15	ENSG00000260776	RP11-114H24.2	77914216	77926846	83	28	0.337349398	1.35522453	5	autosome
15	ENSG00000261143	ADAMTS7P3	77976041	77993057	131	33	0.251908397	0.792551699	1	autosome
15	ENSG00000167202	TBC1D2B	77984035	78077724	204	61	0.299019608	1.102803197	11	autosome
15	ENSG00000140403	DNAJA4	78264156	78282196	233	86	0.369098712	1.56431006	12	autosome
15	ENSG00000140395	WDR61	78277834	78299700	220	55	0.25	0.779983925	8	autosome
15	ENSG00000136378	ADAMTS7	78759202	78811431	244	101	0.413934426	1.859576242	14	autosome
15	ENSG00000166557	TMED3	79311061	79427432	245	18	0.073469388	-0.382560739	12	autosome
15	ENSG00000136371	MTHFS	79833584	79897379	228	23	0.100877193	-0.202066278	10	autosome
15	ENSG00000180953	ST20	79898839	79915256	215	46	0.213953488	0.54259915	11	autosome
15	ENSG00000278600	RP11-81A1.6	79920194	79922455	194	24	0.12371134	-0.051691702	1	autosome
15	ENSG00000140379	BCL2A1	79960888	79971446	124	11	0.088709677	-0.282195612	7	autosome
15	ENSG00000259495	RP11-210M15.2	80344852	80403575	207	27	0.130434783	-0.007414384	2	autosome
15	ENSG00000172379	ARNT2	80404350	80597937	232	47	0.202586207	0.467739768	20	autosome
15	ENSG00000136379	ABHD17C	80679683	80755621	180	15	0.083333333	-0.317601596	11	autosome
15	ENSG00000103888	CEMIP	80779342	80951776	277	26	0.093862816	-0.248259551	16	autosome
15	ENSG00000117899	MESDC2	80946288	80989878	206	18	0.087378641	-0.290961171	10	autosome
15	ENSG00000259543	CTD-2034I4.1	81427447	81755217	72	12	0.166666667	0.231191165	1	autosome
15	ENSG00000259692	RP11-499F3.2	81660481	81871125	55	3	0.054545455	-0.50718455	5	autosome
15	ENSG00000140598	EFL1	82130229	82262763	215	15	0.069767442	-0.406939953	13	autosome
15	ENSG00000259429	UBE2Q2P2	82355141	82420075	212	59	0.278301887	0.966366373	5	autosome
15	ENSG00000276710	CSPG4P10	82459471	82477202	164	83	0.506097561	2.466517776	4	autosome
15	ENSG00000255769	GOLGA2P10	82472992	82513950	171	49	0.286549708	1.020682505	7	autosome
15	ENSG00000182774	RPS17	82536752	82540564	202	74	0.366336634	1.546120354	10	autosome
15	ENSG00000278013	RP11-379H8.1	82540869	82562374	146	11	0.075342466	-0.37022556	1	autosome
15	ENSG00000214575	CPEB1	82543202	82648861	164	8	0.048780488	-0.545149814	9	autosome
15	ENSG00000259462	CPEB1-AS1	82647769	82692820	160	9	0.05625	-0.495959243	2	autosome
15	ENSG00000103723	AP3B2	82659280	82709914	154	10	0.064935065	-0.438763634	12	autosome
15	ENSG00000156232	WHAMM	82809627	82836108	232	37	0.159482759	0.183881444	7	autosome
15	ENSG00000103942	HOMER2	82836945	82986153	226	15	0.066371681	-0.429302778	12	autosome
15	ENSG00000259805	RP11-382A20.5	82925883	83103443	225	42	0.186666667	0.362901427	1	autosome
15	ENSG00000169609	C15orf40	82988440	83011641	218	15	0.068807339	-0.41326272	13	autosome
15	ENSG00000156218	ADAMTSL3	83654085	84039842	258	57	0.220930233	0.58854459	12	autosome
15	ENSG00000259683	RP11-182J1.14	84389728	84395903	228	69	0.302631579	1.12658988	1	autosome
15	ENSG00000259570	RP11-671M22.4	84394511	84395514	154	10	0.064935065	-0.438763634	1	autosome
15	ENSG00000235370	DNM1P51	84398315	84411701	230	59	0.256521739	0.822932924	6	autosome
15	ENSG00000189136	UBE2Q2P1	84526780	84570795	235	12	0.05106383	-0.530112835	8	autosome
15	ENSG00000275120	RP11-182J1.18	84597808	84633823	199	6	0.030150754	-0.667836172	2	autosome
15	ENSG00000176371	ZSCAN2	84600985	84627796	192	9	0.046875	-0.557698429	13	autosome
15	ENSG00000176700	SCAND2P	84632278	84647478	250	22	0.088	-0.286869202	19	autosome
15	ENSG00000177082	WDR73	84639280	84654343	250	19	0.076	-0.365895359	12	autosome
15	ENSG00000136383	ALPK3	84816679	84873482	241	76	0.315352697	1.21036497	6	autosome
15	ENSG00000170776	AKAP13	85380570	85749358	263	150	0.570342205	2.889601725	21	autosome
15	ENSG00000259367	RP11-815J21.4	85619622	85670948	223	37	0.165919283	0.226269256	1	autosome
15	ENSG00000259407	RP11-158M2.3	85744108	85750281	249	131	0.526104418	2.598273193	1	autosome
15	ENSG00000183655	KLHL25	85759322	85795030	249	34	0.136546185	0.032832335	12	autosome
15	ENSG00000140538	NTRK3	87859750	88256768	261	35	0.134099617	0.016720431	16	autosome
15	ENSG00000140543	DET1	88494439	88546675	194	14	0.072164948	-0.391151141	14	autosome
15	ENSG00000181026	AEN	88621295	88632282	197	23	0.116751269	-0.097527342	14	autosome
15	ENSG00000172183	ISG20	88636152	88656483	215	72	0.334883721	1.338986784	14	autosome
15	ENSG00000157766	ACAN	88803442	88875354	171	21	0.122807018	-0.057647131	15	autosome
15	ENSG00000140511	HAPLN3	88877287	88895626	212	34	0.160377358	0.189772843	11	autosome
15	ENSG00000140545	MFGE8	88898682	88913411	240	196	0.816666667	4.511774699	14	autosome
15	ENSG00000140526	ABHD2	89087458	89202360	227	59	0.259911894	0.845258835	17	autosome
15	ENSG00000140525	FANCI	89243948	89317261	198	20	0.101010101	-0.201191011	17	autosome
15	ENSG00000140521	POLG	89316304	89334861	179	13	0.072625698	-0.388116867	12	autosome
15	ENSG00000166819	PLIN1	89664364	89679427	210	7	0.033333333	-0.646877253	11	autosome
15	ENSG00000166821	PEX11A	89677763	89690783	162	12	0.074074074	-0.37857857	8	autosome
15	ENSG00000140527	WDR93	89690796	89743638	138	17	0.123188406	-0.055135493	14	autosome
15	ENSG00000140548	ZNF710	90001391	90081438	224	51	0.227678571	0.632985865	9	autosome
15	ENSG00000259291	RP11-617F23.1	90074536	90082207	193	46	0.238341969	0.703209809	2	autosome
15	ENSG00000185033	SEMA4B	90160603	90229676	265	142	0.535849057	2.662446641	14	autosome
15	ENSG00000140564	FURIN	90868591	90883458	214	30	0.140186916	0.056808418	11	autosome
15	ENSG00000182511	FES	90883694	90895776	203	26	0.128078818	-0.022929621	11	autosome
15	ENSG00000196547	MAN2A2	90902217	90922584	170	59	0.347058824	1.419166082	14	autosome
15	ENSG00000140553	UNC45A	90933976	90954093	182	15	0.082417582	-0.323632286	17	autosome
15	ENSG00000258384	AC068831.6	90952238	90955225	124	4	0.032258065	-0.65395845	1	autosome
15	ENSG00000176463	SLCO3A1	91853694	92172019	279	52	0.186379928	0.361013108	13	autosome
15	ENSG00000185442	FAM174B	92617442	92809884	267	41	0.153558052	0.144864214	12	autosome
15	ENSG00000258741	RP11-386M24.4	92715709	92734195	131	10	0.076335878	-0.363683431	3	autosome
15	ENSG00000272888	LINC01578	92882706	92899701	196	22	0.112244898	-0.127204108	5	autosome
15	ENSG00000173575	CHD2	92900188	93028005	268	17	0.063432836	-0.448656584	20	autosome
15	ENSG00000182175	RGMA	93035272	93089204	275	73	0.265454545	0.881760037	13	autosome
15	ENSG00000258754	LINC01579	93718541	94070820	177	22	0.124293785	-0.047856002	7	autosome
15	ENSG00000258476	LINC02207	93863108	93878356	102	5	0.049019608	-0.543575086	5	autosome
15	ENSG00000258831	RP11-76E17.4	93882081	93886743	21	0	0	-0.866394357	1	autosome
15	ENSG00000140563	MCTP2	94231537	94483952	269	24	0.089219331	-0.278839282	14	autosome
15	ENSG00000248441	LINC01197	95209098	95327129	242	22	0.090909091	-0.267711345	6	autosome
15	ENSG00000259134	LINC00924	95433094	95507847	222	27	0.121621622	-0.065453571	5	autosome
15	ENSG00000275443	RP11-759A24.3	95990581	96300990	277	22	0.079422383	-0.343357213	1	autosome
15	ENSG00000247809	NR2F2-AS1	96110039	96327361	277	25	0.090252708	-0.272033966	7	autosome
15	ENSG00000259275	RP11-522B15.3	96354236	96403803	202	7	0.034653465	-0.638183506	2	autosome
15	ENSG00000251209	LINC00923	97572184	97874550	245	83	0.33877551	1.364616214	7	autosome
15	ENSG00000140450	ARRDC4	97960697	97973838	222	107	0.481981982	2.307704314	8	autosome
15	ENSG00000140443	IGF1R	98648970	98964530	261	54	0.206896552	0.496125601	13	autosome
15	ENSG00000182253	SYNM	99098216	99135593	231	212	0.917748918	5.177453191	14	autosome
15	ENSG00000103852	TTC23	99136322	99251223	236	84	0.355932203	1.477601842	12	autosome
15	ENSG00000261616	RP11-6O2.3	99139576	99145370	207	21	0.101449275	-0.198298822	1	autosome
15	ENSG00000168904	LRRC28	99251361	99390729	256	20	0.078125	-0.351901144	14	autosome
15	ENSG00000068305	MEF2A	99565416	99715696	258	28	0.108527132	-0.151687506	17	autosome
15	ENSG00000183060	LYSMD4	99716466	99733561	195	33	0.169230769	0.248077096	15	autosome
15	ENSG00000259363	CTD-2054N24.2	99807022	99877148	232	75	0.323275862	1.262543077	5	autosome
15	ENSG00000140470	ADAMTS17	99971588	100342005	277	87	0.314079422	1.201979803	13	autosome
15	ENSG00000259430	CERS3-AS1	100372938	100437914	161	36	0.223602484	0.60614274	1	autosome
15	ENSG00000154227	CERS3	100400394	100544995	175	55	0.314285714	1.203338341	13	autosome
15	ENSG00000232386	RP11-66B24.2	100849560	100861756	149	10	0.067114094	-0.42441361	9	autosome
15	ENSG00000154237	LRRK1	100919283	101078254	268	28	0.104477612	-0.178355672	12	autosome
15	ENSG00000259376	RP11-505E24.3	101043715	101049456	52	2	0.038461538	-0.61310539	1	autosome
15	ENSG00000259755	RP11-505E24.2	101050731	101086066	251	24	0.09561753	-0.236703859	1	autosome
15	ENSG00000131876	SNRPA1	101281509	101295255	186	9	0.048387097	-0.547740496	16	autosome
15	ENSG00000140479	PCSK6	101297141	101525202	274	63	0.229927007	0.647792968	16	autosome
15	ENSG00000184277	TM2D3	101621443	101652391	236	24	0.101694915	-0.196681157	12	autosome
15	ENSG00000185418	TARSL2	101653597	101724604	211	37	0.17535545	0.288411263	15	autosome
15	ENSG00000276550	HERC2P2	22495569	22590815	218	96	0.440366972	2.033648122	4	autosome
15	ENSG00000104044	OCA2	27754874	28099358	216	11	0.050925926	-0.531021003	15	autosome
15	ENSG00000261377	PDCD6IPP2	28789663	28859007	65	15	0.230769231	0.653339442	5	autosome
15	ENSG00000034053	APBA2	28884482	29118315	152	16	0.105263158	-0.173182449	14	autosome
15	ENSG00000215302	CTD-3092A11.1	30470778	30493816	160	22	0.1375	0.039113698	8	autosome
15	ENSG00000270055	CTD-3092A11.2	30487962	30490313	127	19	0.149606299	0.118839891	1	autosome
15	ENSG00000259772	RP11-16E12.2	31221998	31230838	175	12	0.068571429	-0.414816314	6	autosome
15	ENSG00000184984	CHRM5	33968719	34067457	116	19	0.163793103	0.212267276	9	autosome
15	ENSG00000134153	EMC7	34084016	34101948	58	2	0.034482759	-0.639307697	9	autosome
15	ENSG00000182117	NOP10	34341712	34343177	116	73	0.629310345	3.277937182	5	autosome
15	ENSG00000248079	DPH6-AS1	35546194	35859001	144	8	0.055555556	-0.500532516	2	autosome
15	ENSG00000236914	LINC01852	38069480	38072959	40	2	0.05	-0.5371187	3	autosome
15	ENSG00000166068	SPRED1	38252325	38357249	220	16	0.072727273	-0.387447948	12	autosome
15	ENSG00000259345	RP11-624L4.1	38865321	39427195	193	11	0.056994819	-0.49105423	5	autosome
15	ENSG00000140323	DISP2	40358234	40378639	162	46	0.283950617	1.003566161	5	autosome
15	ENSG00000245849	RAD51-AS1	40686723	40695098	191	16	0.083769634	-0.314728336	6	autosome
15	ENSG00000051180	RAD51	40694795	40732339	105	0	0	-0.866394357	16	autosome
15	ENSG00000137824	RMDN3	40735883	40755851	169	5	0.029585799	-0.67155669	15	autosome
15	ENSG00000174171	RP11-23P13.6	41892792	41895938	196	63	0.321428571	1.25037772	5	autosome
15	ENSG00000166887	VPS39	42158700	42208316	84	8	0.095238095	-0.23920263	15	autosome
15	ENSG00000261002	RP11-546B15.1	42208412	42226990	69	2	0.028985507	-0.675509918	5	autosome
15	ENSG00000103978	TMEM87A	42210451	42273078	85	7	0.082352941	-0.324057982	15	autosome
15	ENSG00000092529	CAPN3	42359499	42412317	166	22	0.13253012	0.006384492	23	autosome
15	ENSG00000103994	ZNF106	42412822	42491123	135	15	0.111111111	-0.134670676	16	autosome
15	ENSG00000166946	CCNDBP1	43185256	43195372	69	1	0.014492754	-0.770952138	13	autosome
15	ENSG00000166762	CATSPER2	43628502	43667702	146	28	0.191780822	0.396580764	16	autosome
15	ENSG00000205771	CATSPER2P1	43726917	43747094	119	3	0.025210084	-0.700373018	6	autosome
15	ENSG00000167004	PDIA3	43746391	43773279	128	13	0.1015625	-0.19755318	12	autosome
15	ENSG00000092470	WDR76	43826962	43868419	70	2	0.028571429	-0.678236839	11	autosome
15	ENSG00000137770	CTDSPL2	44427233	44529038	143	6	0.041958042	-0.590079121	13	autosome
15	ENSG00000104133	SPG11	44562803	44663678	103	8	0.077669903	-0.354898192	14	autosome
15	ENSG00000229474	PATL2	44665731	44711316	37	1	0.027027027	-0.688407516	6	autosome
15	ENSG00000166147	FBN1	48408305	48645849	166	30	0.180722892	0.323758618	13	autosome
15	ENSG00000186417	GLDN	51341628	51408013	263	85	0.323193916	1.262003423	13	autosome
15	ENSG00000140280	LYSMD2	51723010	51751560	149	4	0.026845638	-0.689602058	13	autosome
15	ENSG00000197535	MYO5A	52307282	52529050	223	30	0.134529148	0.019549113	14	autosome
15	ENSG00000069974	RAB27A	55202965	55314160	231	44	0.19047619	0.387989096	15	autosome
15	ENSG00000069943	PIGB	55319161	55354978	186	17	0.091397849	-0.264492619	9	autosome
15	ENSG00000261652	C15orf65	55408547	55418764	43	1	0.023255814	-0.713242889	2	autosome
15	ENSG00000256061	DYX1C1	55410524	55508234	143	8	0.055944056	-0.497974042	7	autosome
15	ENSG00000166450	PRTG	55611545	55743090	170	16	0.094117647	-0.246581357	12	autosome
15	ENSG00000181827	RFX7	56087279	56243266	194	17	0.087628866	-0.28931331	14	autosome
15	ENSG00000137871	ZNF280D	56630180	56918571	204	14	0.068627451	-0.414447377	19	autosome
15	ENSG00000140262	TCF12	56918622	57299281	177	18	0.101694915	-0.196681157	17	autosome
15	ENSG00000247982	LINC00926	57300364	57307769	183	32	0.174863388	0.28517078	6	autosome
15	ENSG00000157470	FAM81A	59372994	59523549	221	8	0.036199095	-0.628004741	11	autosome
15	ENSG00000128915	ICE2	60419608	60479160	208	19	0.091346154	-0.264833061	11	autosome
15	ENSG00000245534	RORA-AS1	60479177	60630637	203	20	0.098522167	-0.217575329	6	autosome
15	ENSG00000259498	RP11-244F12.3	63047726	63049387	170	21	0.123529412	-0.052889794	1	autosome
15	ENSG00000103642	LACTB	63121799	63142061	179	23	0.12849162	-0.020211106	11	autosome
15	ENSG00000185088	RPS27L	63125871	63158021	200	26	0.13	-0.01027765	13	autosome
15	ENSG00000166128	RAB8B	63189468	63267782	176	13	0.073863636	-0.37996441	12	autosome
15	ENSG00000138613	APH1B	63276017	63309126	229	11	0.048034934	-0.550059665	13	autosome
15	ENSG00000074410	CA12	63321377	63382161	207	93	0.449275362	2.09231444	13	autosome
15	ENSG00000140455	USP3	63504510	63594640	192	18	0.09375	-0.249002501	16	autosome
15	ENSG00000259248	USP3-AS1	63544246	63601295	197	31	0.157360406	0.169904663	5	autosome
15	ENSG00000197361	FBXL22	63597352	63602428	173	11	0.063583815	-0.447662308	7	autosome
15	ENSG00000103657	HERC1	63608617	63833942	227	24	0.105726872	-0.170128652	13	autosome
15	ENSG00000259589	RP11-317G6.1	63675145	63713758	174	9	0.051724138	-0.525764368	2	autosome
15	ENSG00000241839	PLEKHO2	64841882	64868007	181	65	0.359116022	1.498568922	9	autosome
15	ENSG00000166839	ANKDD1A	64911901	64958700	236	36	0.152542373	0.138175442	16	autosome
15	ENSG00000275332	CTD-2017F17.1	64943239	64943672	121	5	0.041322314	-0.594265715	1	autosome
15	ENSG00000090487	SPG21	64963020	64990310	158	24	0.151898734	0.133936751	10	autosome
15	ENSG00000103707	MTFMT	65001511	65029639	138	9	0.065217391	-0.43690437	9	autosome
15	ENSG00000186198	SLC51B	65045369	65053336	124	4	0.032258065	-0.65395845	3	autosome
15	ENSG00000103710	RASL12	65053396	65076690	180	10	0.055555556	-0.500532516	10	autosome
15	ENSG00000259437	RP11-798K3.4	66919810	66931536	128	6	0.046875	-0.557698429	1	autosome
15	ENSG00000259673	IQCH-AS1	67403618	67521684	138	16	0.115942029	-0.102856603	5	autosome
15	ENSG00000189227	C15orf61	67521067	67530143	134	12	0.089552239	-0.276646913	5	autosome
15	ENSG00000137764	MAP2K5	67542708	67807123	217	15	0.069124424	-0.411174555	19	autosome
15	ENSG00000188779	SKOR1	67819703	67834309	118	2	0.016949153	-0.75477549	10	autosome
15	ENSG00000140350	ANP32A	68778534	68820895	184	10	0.054347826	-0.508486035	15	autosome
15	ENSG00000183324	REC114	73443157	73560013	21	1	0.047619048	-0.552798494	10	autosome
15	ENSG00000103653	CSK	74782056	74803198	103	3	0.029126214	-0.674583295	16	autosome
15	ENSG00000169375	SIN3A	75369584	75455842	166	9	0.054216867	-0.509348464	15	autosome
15	ENSG00000169410	PTPN9	75463250	75579289	174	7	0.040229885	-0.601459921	9	autosome
15	ENSG00000177971	IMP3	75639239	75647905	162	7	0.043209877	-0.581835148	8	autosome
15	ENSG00000260288	RP11-24M17.4	75737819	75763321	56	2	0.035714286	-0.631197459	3	autosome
15	ENSG00000136425	CIB2	78104909	78131497	145	25	0.172413793	0.269038941	12	autosome
15	ENSG00000166411	IDH3A	78131544	78171949	216	81	0.375	1.603173067	13	autosome
15	ENSG00000103740	ACSBG1	78167467	78245688	204	72	0.352941176	1.457904395	9	autosome
15	ENSG00000259562	RP11-762H8.2	78290526	78291221	99	0	0	-0.866394357	2	autosome
15	ENSG00000259322	RP11-762H8.1	78293285	78296049	131	3	0.022900763	-0.715581079	1	autosome
