CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count_male	z_score_male	total_sample_count_female	z_score_female
10	ENSG00000222047.8	C10orf55	73909968	73922777	352	1.2273066575074476	184	0.8157747577036407
1	ENSG00000223653.5	RP11-131L23.1	85277640	85448124	436	1.0634619243448549	230	1.0806269161855098
13	ENSG00000224821.5	COL4A2-AS2	110456395	110463287	413	1.1388200693728927	207	1.0106359553854962
1	ENSG00000225492.6	GBP1P1	89407678	89426243	133	1.867617441138896	70	2.3322834489338025
12	ENSG00000226472.8	RP11-551L14.4	30978307	31006010	482	1.7041799386174905	236	1.31017354186013
18	ENSG00000226742.3	HSBP1L1	79964560	79970810	426	1.2296356971416054	212	1.0595575960819037
9	ENSG00000226752.9	PSMD5-AS1	120824827	120854385	308	1.9360001461869152	176	0.9296546784268028
14	ENSG00000227051.6	C14orf132	96039323	96093889	439	2.5581114159381166	228	1.93533710614644
9	ENSG00000227355.2	RP11-162D16.2	121369905	121463237	268	2.878456710983042	138	2.6172466464767146
7	ENSG00000228113.7	AC003991.3	88219358	88304367	407	2.5457319314922238	209	2.631174817231828
2	ENSG00000228262.8	LINC01320	34677554	34738231	85	1.8167728886796632	20	1.4385352384583057
21	ENSG00000228314.1	CYP4F29P	13843132	13848364	356	5.0659303403847735	169	3.965579773776597
7	ENSG00000229043.2	AC091729.9	1160484	1165267	311	2.32954151433786	154	1.9559684129441195
2	ENSG00000230730.1	AC074011.2	28633281	28664540	348	2.2974066724062148	176	2.576032960881665
2	ENSG00000231367.5	AC016995.3	38406718	38515740	385	1.8934785368661469	187	1.528337690228571
13	ENSG00000231817.7	LINC01198	46455134	46486506	75	2.4730323231640226	12	1.877569447112936
10	ENSG00000232229.5	LINC00865	89829509	89840861	276	1.8456160490799685	121	1.7460406036110323
2	ENSG00000232973.11	CYP1B1-AS1	38073446	38231567	516	1.9682301343025703	267	2.389364943156957
3	ENSG00000233276.3	GPX1	49357175	49358600	216	2.1092363323085634	121	1.4194862335373406
19	ENSG00000233836.7	RP11-255H23.2	23762943	23833314	396	2.6420688441675697	202	2.1981513568978763
10	ENSG00000234814.8	SVILP1	30655488	30717266	144	1.0986919132656183	99	0.7966140091375212
6	ENSG00000235381.1	RP11-477D19.2	155253138	155256459	327	0.8576446206498699	150	0.8897424776400183
20	ENSG00000235590.7	GNAS-AS1	58818918	58850782	58	5.099053958304584	14	3.8375435928925343
6	ENSG00000237643.1	RP11-462G2.1	70394886	70399417	59	2.7772233211674577	43	2.5029379419988915
2	ENSG00000237667.5	LINC01115	779839	868426	146	2.914903252696225	52	2.046428758133948
21	ENSG00000237945.7	LINC00649	33917012	33977691	405	1.2334311691380109	211	1.724115547168486
1	ENSG00000237975.6	FLG-AS1	152168124	152445456	392	2.362903604843832	191	2.305685265761757
6	ENSG00000239264.8	TXNDC5	7881516	7910814	329	1.5323966912864808	166	1.1965374668203623
2	ENSG00000239855.1	IGKV1-6	88966261	88966767	30	2.2305016625937157	16	3.2495513491586543
1	ENSG00000240563.1	L1TD1	62194830	62212328	276	2.0301502473399844	126	1.1719787546322806
22	ENSG00000241878.11	PISD	31618586	31662432	337	1.4093518592978114	165	1.0094790800003721
22	ENSG00000243156.7	MICAL3	17787648	18024559	538	1.4984016760394818	272	0.8768297067972352
2	ENSG00000243238.1	IGKV2-30	89244780	89245596	32	1.80607300659568	25	1.2409698445637225
2	ENSG00000243466.1	IGKV1-5	88947300	88947957	50	4.461783739840537	34	4.750660959632206
1	ENSG00000243709.1	LEFTY1	225886281	225911382	205	0.9586945400908884	127	1.622618479488692
20	ENSG00000244558.5	KCNK15-AS1	44694891	44738934	410	3.6383625702945204	230	3.4857708418586992
15	ENSG00000244879.6	GABPB1-AS1	50355408	50372202	408	2.4480659316347264	216	1.4507306331431566
4	ENSG00000245067.6	IGFBP7-AS1	57109761	57205510	281	0.8642168380997819	134	1.0011392171494018
11	ENSG00000245248.7	USP2-AS1	119381777	119526664	307	3.8413160498994334	153	3.6100328685196863
12	ENSG00000245648.1	RP11-277P12.20	10363768	10398506	397	1.27687354886513	193	1.4197682321298049
4	ENSG00000246090.6	RP11-696N14.1	99088856	99301356	468	1.658378053043249	248	1.4969551129970269
5	ENSG00000247572.7	CKMT2-AS1	81204083	81301560	367	1.6350789781963149	188	1.3054238028555722
5	ENSG00000248275.1	TRIM52-AS1	181261211	181272307	231	0.967452378324976	115	0.9660962530582148
11	ENSG00000248746.5	ACTN3	66546394	66563329	135	4.790547524169175	52	2.9329401409942566
5	ENSG00000249201.2	CTD-3080P12.3	1173140	1178605	59	1.174054547906109	14	2.896756002918327
12	ENSG00000249790.2	RP11-20D14.6	8788256	8795789	189	3.1582776816007616	70	2.896756002918327
5	ENSG00000249899.5	CTD-2175A23.1	52932418	52990278	482	2.5948008290935127	242	2.5352136646224537
3	ENSG00000251287.8	ALG1L2	130081830	130113227	445	1.595561843347857	226	1.5813184877331523
8	ENSG00000253398.1	RP11-775B15.2	119419909	119462350	247	4.6744644729560365	118	4.435501806859191
3	ENSG00000253540.5	FAM86HP	130099091	130111472	424	1.0338645354402218	219	1.028068324202436
8	ENSG00000253658.5	LINC01592	68911802	69104190	187	1.2175794919765528	91	0.9428125468180508
8	ENSG00000253706.5	RP11-758M4.4	74798783	74866939	305	1.3677286569583629	159	1.7429599020065636
11	ENSG00000254409.1	RP11-613D13.4	43921058	44001157	387	2.7625650497363266	187	2.725703713832107
11	ENSG00000255026.1	RP11-326C3.2	287304	288987	353	3.5915589957092324	193	3.398834354044458
8	ENSG00000255050.1	RP11-661A12.9	143573489	143577268	326	4.121645647776904	168	3.9551420416393097
17	ENSG00000256124.5	LINC01152	72030290	72041297	316	0.8965830294570293	138	1.2333344670219026
12	ENSG00000256589.2	ENPP7P5	8254526	8308855	377	1.123352413677276	193	1.078549935247968
12	ENSG00000256660.5	CLEC12B	10010626	10018619	124	1.248643665768765	50	1.1092595819673332
12	ENSG00000257599.1	OVCH1-AS1	29389293	29487488	429	2.11347637882203	200	1.6690281980019863
12	ENSG00000257671.1	KRT7-AS	52245047	52247448	298	2.3981570856725183	161	1.9559684129441195
15	ENSG00000259370.2	RP11-1069G10.1	62827674	62884034	288	1.0481646923134709	151	0.8344997626437404
15	ENSG00000259520.5	CTD-2651B20.3	45251579	45279251	276	1.8456160490799685	142	2.194477942796736
4	ENSG00000260404.3	RP11-384K6.6	118591772	118633729	275	1.3794395264106396	145	0.814046924423703
16	ENSG00000261175.5	LINC02188	86722090	86741059	425	2.1420493040327813	208	1.9831065165010682
17	ENSG00000263293.2	THCAT158	47303459	47318620	400	1.3149484189408085	203	0.9178579688346501
17	ENSG00000263818.5	CTD-2206N4.4	39057018	39113190	457	1.4976026642401197	227	2.1797681039512
1	ENSG00000265972.5	TXNIP	145992434	145996600	175	2.0711243713618	87	1.7829500055925416
17	ENSG00000266368.1	RP11-1096G20.5	11953888	11977438	329	1.421820402272663	159	1.2459400431522651
17	ENSG00000266714.6	MYO15B	75588057	75626501	511	3.149839998258459	266	3.0205438437044068
17	ENSG00000267023.5	LRRC37A16P	68125776	68152468	356	2.122861650318131	177	1.3659829751636847
19	ENSG00000267924.1	RP11-255H23.4	23817598	23874701	414	2.8034364114771937	210	2.2068451036039085
19	ENSG00000268119.5	CTD-2561J22.5	21444240	21463908	327	1.5251602002011726	169	1.5885602417115892
19	ENSG00000268362.5	CTD-2017D11.1	24048936	24066909	270	2.0957624067213234	134	1.5908866616108457
19	ENSG00000268416.1	CTD-2626G11.2	20746922	20755250	343	1.983728483179614	172	1.928619936491381
1	ENSG00000268903.1	RP11-34P13.15	135140	135895	61	5.280026525830193	45	5.133739827968109
19	ENSG00000269699.5	ZIM2	56774551	56840729	373	4.188302785856969	190	2.391701612511121
4	ENSG00000269893.6	SNHG8	118278708	118279823	330	1.3265237459225732	180	0.9995010298036758
1	ENSG00000269956.1	MKNK1-AS1	46538695	46570255	285	0.7625529275629125	143	0.7454445209493359
6	ENSG00000271581.1	XXbac-BPG248L24.12	31356646	31357637	62	3.18497716548331	26	2.4263622079312235
1	ENSG00000272030.1	RP1-178F15.4	153631437	153634397	321	3.678885700952837	141	3.1503015945425807
20	ENSG00000272259.5	LINC01749	63009382	63085071	64	2.0334455008803416	17	1.8452875200059773
6	ENSG00000272398.5	CD24	106969830	106975627	310	1.823676038411266	139	1.8815175964713409
10	ENSG00000272734.1	ADIRF-AS1	86965738	86971311	441	4.076704446118703	222	3.7019345709142697
9	ENSG00000273036.2	FAM95C	38540566	38545372	286	1.0110642853206355	117	1.103630938266633
11	ENSG00000273819.1	ENPP7P7	67812556	67873367	426	1.0759190812871855	217	1.4097046510236124
20	ENSG00000275620.1	FLJ16779	63253977	63261615	185	1.9486417057147112	87	1.5558633459435949
17	ENSG00000277089.4	AC069363.1	36072865	36089985	198	2.201104006767012	115	1.6532802318219837
8	ENSG00000277586.2	NEFL	24950954	24956620	218	1.3137802666765934	111	1.1507898449481766
17	ENSG00000277632.1	CCL3	36088255	36090141	193	2.131227454381	110	1.6480742925889251
5	ENSG00000278970.1	HEIH	180829953	180831364	63	2.8887991698559774	36	3.1580858890222734
16	ENSG00000280160.1	RP11-196G11.3	31093726	31095388	16	0.8965830294570293	10	1.7678108949492786
4	ENSG00000283050.1	GTF2IP12	119407966	119454638	343	2.8110196577197266	159	1.8672148667201385
10	ENSG00000283709.1	LINC00202-1	26931205	26944418	342	3.332526944834232	166	1.989972783666079
19	ENSG00000007129.17	CEACAM21	41549517	41586844	252	1.8205093554391496	127	1.2077830067441595
16	ENSG00000007541.16	PIGQ	566994	584136	317	2.245038200608972	180	1.4751214225128584
17	ENSG00000008283.15	CYB561	63432303	63446378	271	1.0912340208741576	126	1.067446800190702
3	ENSG00000010282.14	HHATL	42693076	42702827	315	2.496130481313575	149	1.9180843489183128
2	ENSG00000013016.15	EHD3	31234336	31269447	364	1.55621312276638	200	1.4714628041074032
17	ENSG00000013306.15	SLC25A39	44319624	44324870	338	3.7057769233409066	166	3.2197975247769404
11	ENSG00000033327.12	GAB2	78215296	78418348	285	2.2432664342026802	138	2.5218044272039686
1	ENSG00000058085.14	LAMC2	183186237	183244900	371	2.058572919386194	179	1.7089459731184895
1	ENSG00000072694.20	FCGR2B	161663146	161678654	341	0.8059007443464309	178	1.05746341128336
22	ENSG00000073146.15	MOV10L1	50089878	50161690	373	1.2623296690570225	195	0.8221987532316136
16	ENSG00000076344.15	RGS11	268300	275940	399	1.667028172998041	196	1.2503777204634643
10	ENSG00000077943.7	ITGA8	15513948	15720125	463	1.5291008969271054	241	1.265016531510781
12	ENSG00000078246.16	TULP3	2890886	2941140	336	1.6544913437392377	179	1.2306684832433343
19	ENSG00000083845.8	RPS5	58386399	58394806	326	1.778174541039279	163	1.3557113003225398
1	ENSG00000084628.9	NKAIN1	31179744	31239554	139	1.3284271912638703	64	1.1915784960900764
16	ENSG00000090857.13	PDPR	70113625	70162537	432	1.486067273898747	221	1.0705212694389836
7	ENSG00000091140.13	DLD	107890969	107931730	363	3.106418180521187	182	3.222413245601706
9	ENSG00000095209.11	TMEM38B	105694543	105776612	266	1.2932027187355384	126	1.1719787546322806
9	ENSG00000095303.14	PTGS1	122370529	122395703	359	1.5096654095894897	180	1.3287766862946482
19	ENSG00000099875.14	MKNK2	2037464	2051244	405	1.5927358514643908	209	1.3392798970280129
22	ENSG00000100211.10	CBY1	38656639	38673854	235	1.1210528961550792	115	1.0806269161855098
22	ENSG00000100226.15	GTPBP1	38705722	38738299	398	1.6369718550673875	209	1.087202839427268
22	ENSG00000100242.15	SUN2	38735041	38766333	370	1.5553487426277273	195	0.9910580642526252
22	ENSG00000100296.13	THOC5	29505878	29554254	432	2.260817995165004	212	1.9914698314337125
20	ENSG00000101000.5	PROCR	35172072	35216240	383	1.7562054099379465	206	1.786992001152636
20	ENSG00000101294.16	HM13	31514427	31577923	189	3.1967746118500173	98	2.627959548639982
20	ENSG00000101443.17	WFDC2	45469705	45481532	195	0.980535950423674	102	0.7477019983694028
20	ENSG00000101447.14	FAM83D	38926311	38953106	280	4.326659514665652	115	4.001158825931526
19	ENSG00000102575.10	ACP5	11574659	11579008	255	1.6455747753359178	127	1.7781817817678918
16	ENSG00000102854.15	MSLN	760761	768865	173	3.5777384533917767	100	2.755637864422196
16	ENSG00000103202.12	NME4	396724	400759	359	4.043063674599656	179	3.364521899609413
16	ENSG00000103534.16	TMC5	19410495	19499113	291	1.4529033591157223	149	1.122519004376366
8	ENSG00000104267.9	CA2	85463851	85481493	281	1.6410054306737176	140	1.6737321359518578
19	ENSG00000105373.18	GLTSCR2	47745521	47757035	337	3.1365731808667614	162	2.9141779953252565
19	ENSG00000105514.7	RAB3D	11322045	11339668	137	3.0076619544941874	82	2.5869844793902343
7	ENSG00000106003.12	LFNG	2512528	2529177	91	1.1564373086395006	56	1.7207715154505678
7	ENSG00000106258.13	CYP3A5	99648193	99679998	139	2.68939061029149	60	1.4385352384583057
10	ENSG00000107937.18	GTPBP4	988018	1019936	382	1.9346396525786296	208	1.9831065165010682
12	ENSG00000111215.11	PRR4	10845848	11121180	463	2.299122648629808	226	1.8727128740083487
12	ENSG00000111371.15	SLC38A1	46183062	46270017	508	0.9252283830676954	262	1.2701270782682663
12	ENSG00000111640.14	GAPDH	6533926	6538374	357	4.091262108818002	171	3.1773417753667745
12	ENSG00000111713.2	GYS2	21536188	21604847	179	1.3945160895664577	120	0.8897424776400183
6	ENSG00000112164.5	GLP1R	39048797	39087743	275	1.3000658556785396	104	1.349884100172275
2	ENSG00000115902.10	SLC1A4	64988476	65023865	425	2.638523832729644	222	1.5957569483143559
2	ENSG00000118004.17	COLEC11	3594831	3644644	95	1.451850594446942	37	2.5153556286044587
6	ENSG00000120256.9	LRP11	149818797	149863493	322	0.9304770658721342	166	0.9188351059243612
6	ENSG00000120265.16	PCMT1	149749665	149811420	261	2.339222303539026	139	2.118406557975637
19	ENSG00000121417.13	ZNF211	57630394	57642779	154	2.0068694950548616	93	1.4704006245703356
2	ENSG00000123610.4	TNFAIP6	151357591	151380048	151	2.016881941694042	70	1.9559684129441195
20	ENSG00000124126.13	PREX1	48624251	48827883	437	2.4574926012052845	228	2.310826889864216
19	ENSG00000125648.14	SLC25A23	6436078	6465203	369	2.133883757163269	193	1.965717507140744
20	ENSG00000125844.15	RRBP1	17613677	17682295	432	1.486067273898747	217	1.5007486113436967
14	ENSG00000126822.16	PLEKHG3	64704101	64750247	331	1.5395457323284618	170	1.2642128320807322
7	ENSG00000128591.15	FLNC	128830376	128859274	306	2.2400126688905906	154	1.571100762500126
7	ENSG00000130429.12	ARPC1B	99374248	99394801	185	1.2800436684668386	81	1.4100793175269868
10	ENSG00000130649.9	CYP2E1	133520405	133539122	216	3.523998518968685	96	3.1123531589540825
1	ENSG00000131238.16	PPT1	40072704	40097703	271	3.1048649665685857	150	2.733686153989464
17	ENSG00000133030.20	MPRIP	17042544	17217679	463	1.8433954894588205	239	1.7512782260041249
22	ENSG00000133433.10	GSTT2B	23957413	23961186	178	3.5330820643083967	89	2.6853430613510887
1	ENSG00000134202.10	GSTM3	109733931	109741038	396	4.47942233333656	203	3.578015981865166
2	ENSG00000135926.14	TMBIM1	218274191	218292586	301	2.6067867738439925	151	2.7970699006694044
12	ENSG00000136044.11	APPL2	105173295	105236238	408	1.9130718274355207	196	1.5191741747418095
10	ENSG00000138166.5	DUSP5	110497837	110511544	293	1.88367454048123	146	2.2910434449897275
14	ENSG00000139998.14	RAB15	64945813	64972776	322	1.4501856242370772	167	1.2630530023643145
15	ENSG00000140263.13	SORD	45023103	45077185	268	1.62960480207624	134	0.8537023560340411
15	ENSG00000140279.12	DUOX2	45092649	45114320	144	3.06925353039936	68	3.2011284584982174
15	ENSG00000140400.16	MAN2C1	75358200	75368154	251	1.6864986271312354	146	0.8476433069471085
16	ENSG00000140905.10	GCSH	81081937	81096425	135	2.1496581090702804	53	1.8672148667201385
1	ENSG00000142669.14	SH3BGRL3	26279175	26281327	263	2.2314238324057705	121	2.508000800449646
1	ENSG00000143631.10	FLG	152302174	152325203	174	3.0082724016640086	87	2.8426877506209585
4	ENSG00000145365.10	TIFA	112274541	112285903	321	1.0042485096167446	169	1.4716576417739655
6	ENSG00000146085.7	MUT	49430359	49463191	392	1.4905356675883925	202	1.5135188037978342
9	ENSG00000147872.9	PLIN2	19108374	19149290	381	1.9039446314321216	200	1.9653762888438613
2	ENSG00000152117.17	AC093838.4	131492812	131521573	340	3.229157323765566	162	2.954829310941426
2	ENSG00000152291.13	TGOLN2	85318019	85328425	396	2.8992983326512283	202	2.6219715088169497
17	ENSG00000154258.16	ABCA9	68974487	69061064	339	0.9663374229838874	185	0.7710845834090374
17	ENSG00000154263.17	ABCA10	69147213	69228860	426	1.5370689288504449	220	1.6480742925889251
1	ENSG00000155380.11	SLC16A1	112911846	112956353	348	0.7920439516250005	169	0.8871446420858492
4	ENSG00000156219.16	ART3	76011183	76112802	450	3.4593236761499364	231	2.896756002918327
14	ENSG00000157326.18	DHRS4	23955034	23969279	379	1.938057040217383	172	1.392589798017705
1	ENSG00000157873.17	TNFRSF14	2556696	2565382	333	1.939901862090556	162	1.6539872112240035
8	ENSG00000158856.17	DMTN	22048994	22082527	205	2.591339962466611	102	2.8783091874286364
16	ENSG00000159713.10	TPPP3	67389808	67393535	126	1.7916366577522087	61	1.4007495073855714
19	ENSG00000159871.14	LYPD5	43795928	43827206	336	3.949870809851068	186	2.6742040999136756
16	ENSG00000161981.10	SNRNP25	53009	57669	337	1.452532392337035	163	1.1537016951133543
1	ENSG00000162407.8	PLPP3	56494746	56645301	471	2.398882821843164	249	2.095764159245508
1	ENSG00000162576.16	MXRA8	1352688	1361777	183	2.2980921745559333	105	2.3950026215987497
1	ENSG00000163218.14	PGLYRP4	153330119	153348840	134	2.4983713474027107	94	1.5155997538072568
1	ENSG00000163565.18	IFI16	158999967	159055155	315	1.1333391504899477	141	0.7683074837568229
17	ENSG00000163597.14	SNHG16	76557765	76563709	327	0.9466466979233772	157	0.9372812136089907
6	ENSG00000164520.11	RAET1E	149883374	149898102	345	1.334192699616496	181	1.1347284172760277
7	ENSG00000164669.12	INTS4P1	65141224	65234216	188	2.7155629837343294	69	1.7105455633856308
7	ENSG00000164818.15	DNAAF5	726977	786475	406	1.0668323847834762	203	0.8205351146993872
8	ENSG00000164879.6	CA3	85373435	85449040	319	1.5637324170759763	162	1.7759411580725122
14	ENSG00000165502.6	RPL36AL	49618518	49620685	211	1.319000175237066	105	1.9559684129441195
10	ENSG00000165507.8	C10orf10	44970980	44978810	381	1.9612353386534545	197	1.8747836970580207
10	ENSG00000165887.11	ANKRD2	97572498	97583884	147	1.9483741594813184	95	1.2825625590678449
14	ENSG00000165929.12	TC2N	91779750	91867536	310	1.072613347612897	167	0.9870135298569124
17	ENSG00000166482.11	MFAP4	19383544	19387240	188	1.3610034433150633	94	1.165306502221116
17	ENSG00000167280.16	ENGASE	79074938	79088599	420	2.1785308067572218	222	1.9813951045650444
16	ENSG00000167371.17	PRRT2	29811985	29815892	173	0.8860686944612066	88	0.8548193019515818
17	ENSG00000167916.4	KRT24	40697990	40703750	83	2.847055510549556	69	3.142178852476816
16	ENSG00000167930.15	FAM234A	234545	266125	246	1.4141789514058547	120	0.9995010298036758
3	ENSG00000168028.13	RPSA	39406688	39412542	336	2.780526553529947	172	2.349786473863555
1	ENSG00000169242.11	EFNA1	155127459	155134857	357	0.9118685752912924	180	0.8897424776400183
1	ENSG00000169509.5	CRCT1	152514501	152516010	129	3.7026063697762734	85	4.169586271706959
12	ENSG00000170465.9	KRT6C	52468515	52473785	92	3.664596003357268	66	3.1248257216999527
3	ENSG00000171084.15	FAM86JP	125916619	125930024	381	1.6174910953254606	188	1.130277177062502
15	ENSG00000171766.15	GATM	45361123	45402327	319	4.0954788111171085	156	4.410459112428108
22	ENSG00000172346.14	CSDC2	41560762	41577741	171	2.6942883643860567	81	2.060500367385698
8	ENSG00000172748.13	ZNF596	232231	264703	423	1.5717127051580602	193	1.1126717649361515
17	ENSG00000173918.14	C1QTNF1	79022813	79049788	317	2.451610056615225	161	2.405910303801349
1	ENSG00000174348.13	PODN	53062051	53085134	425	1.7654134546765394	213	2.410903256922257
16	ENSG00000174992.7	ZG16	29778239	29782973	11	1.7233920995830747	5	1.7678108949492786
6	ENSG00000176998.4	HCG4	29791774	29792436	242	0.971747490377579	123	1.114613657682634
10	ENSG00000178372.7	CALML5	5498696	5499555	171	2.9070345578687813	107	2.5186824854520564
1	ENSG00000179914.4	ITLN1	160876538	160885170	170	2.672763455398393	91	2.8243877267664645
8	ENSG00000181085.14	MAPK15	143716258	143722458	261	1.9210659922109112	147	1.5975731405729934
5	ENSG00000183111.11	ARHGEF37	149551946	149634968	442	2.4521812708977966	217	2.2897962674510963
21	ENSG00000183570.16	PCBP3	45643693	45942454	461	1.9027433078533664	233	1.5643100600364028
17	ENSG00000183688.4	RFLNB	439977	445939	362	2.7155629837343294	175	2.7462299885224537
11	ENSG00000184232.8	OAF	120210766	120230332	388	1.946715786565573	215	1.6452897204410095
12	ENSG00000185163.9	DDX51	132136593	132144335	305	1.200740333287004	140	1.1092595819673332
19	ENSG00000186474.15	KLK12	51029091	51035230	49	2.4928307444350684	27	2.7922240484767484
11	ENSG00000187479.5	C11orf96	43925341	43943786	351	3.3063427979440507	163	3.5374150365817445
1	ENSG00000188257.10	PLA2G2A	19975430	19980416	358	4.0162860795303885	175	3.762280585694597
15	ENSG00000188626.6	GOLGA8M	28701953	28718589	88	1.3926684715326565	57	0.7511000959596088
22	ENSG00000189060.5	H1F0	37805092	37807436	146	4.360120202669971	84	4.3863363537108215
7	ENSG00000189316.3	RP11-797H7.5	64888526	64890100	326	2.3138250797221644	174	1.97218888863333
16	ENSG00000197562.9	RAB40C	589356	629272	332	2.2334237187451658	180	1.987327999276593
16	ENSG00000197912.14	SPG7	89490916	89557768	462	0.7784674480104513	232	0.8935272553008342
7	ENSG00000198039.11	ZNF273	64870171	64930966	368	4.653172065464496	191	4.339953719475618
19	ENSG00000198551.9	ZNF627	11559373	11619135	401	0.9646246736319908	197	0.9387716786065252
14	ENSG00000198668.10	CALM1	90396501	90408261	374	1.3343054783472887	186	0.9393108560365088
14	ENSG00000198805.11	PNP	20468953	20477094	272	2.7423126889442893	128	2.1176662799709365
6	ENSG00000204389.9	HSPA1A	31815463	31817946	341	0.8912487773916999	165	1.0094790800003721
6	ENSG00000204623.9	ZNRD1ASP	30001010	30061253	467	0.9472184457431212	225	1.0946251083455123
22	ENSG00000211644.3	IGLV1-51	22322471	22322969	130	2.3237826858899884	73	3.1029560226387005
14	ENSG00000211959.2	IGHV4-39	106421710	106422218	46	3.031907323608642	34	2.6200537705729716
1	ENSG00000215915.9	ATAD3C	1449688	1470158	171	2.1836975000275163	97	1.9171730484091007
13	ENSG00000223392.1	CLDN10-AS1	95479443	95533910	117	1.9382211229320645	20	1.1092595819673332
6	ENSG00000223701.3	RAET1E-AS1	149885584	149919508	365	1.5294883834110489	188	1.3754824531728005
1	ENSG00000223720.2	RP5-1024N4.2	48172971	48206857	182	0.8765942387506854	97	0.7630109534922902
1	ENSG00000224525.2	RP11-561I11.3	242203554	242210827	81	1.3232573397196057	44	0.7799839254763609
6	ENSG00000225864.1	HCG4P11	29723000	29723939	284	1.0246802093357121	138	0.9947289188400384
6	ENSG00000227262.3	HCG4B	29925982	29926973	209	0.9923188165242556	105	1.5169342042894898
2	ENSG00000227432.1	AC053503.11	219482072	219516877	420	0.8272885550083703	210	0.7643041323101242
22	ENSG00000228274.3	RP3-508I15.9	38667662	38681820	236	0.865752860740465	115	0.7943002583672727
3	ENSG00000229638.1	RPL4P4	185417494	185418778	95	2.8304459282150014	55	2.007284099669985
12	ENSG00000231887.6	PRH1	10824959	10884255	357	2.8887991698559774	166	2.8230798663540817
22	ENSG00000234208.1	CTA-256D12.11	29513888	29535390	366	1.9005009277193639	188	1.20033582737973
2	ENSG00000235092.5	ID2-AS1	8666635	8681853	171	1.545458919579341	73	0.7574307983194449
1	ENSG00000235098.8	ANKRD65	1418419	1421769	117	4.052590984314225	64	3.4553486344655115
5	ENSG00000236882.7	LINC01554	95852231	95860133	380	1.1263489184183724	192	1.1229794009877905
11	ENSG00000238184.1	CD81-AS1	2328748	2377992	266	0.7461410783513879	149	0.9015286308924916
7	ENSG00000242902.1	RP11-309L24.2	128850161	128862626	262	1.910213080313845	131	1.446075902347412
16	ENSG00000247228.2	RP11-296I10.3	70156339	70173321	379	1.5349058102456332	193	1.1467935946243353
6	ENSG00000248290.1	TNXA	32008613	32012472	198	1.2089331226157576	95	1.4212049407482548
5	ENSG00000249684.5	RP11-423H2.3	177951412	177963960	224	1.5137369425153988	93	1.541212593708179
5	ENSG00000251623.1	RP11-826N14.4	176137156	176155738	198	1.172186052832378	96	0.7799839254763609
8	ENSG00000253549.5	CA3-AS1	85441850	85464915	294	2.369090611491034	149	1.7854901248279882
8	ENSG00000253944.1	RP11-156K13.1	17801344	17861069	294	1.9483741594813184	155	1.5978621690184538
12	ENSG00000256537.4	SMIM10L1	11171221	11176016	393	3.2246922330231405	188	2.1461276066623105
14	ENSG00000258289.8	CHURC1	64914360	64944591	299	3.3604187534781214	155	2.914964794982344
15	ENSG00000259479.6	SORD2P	44825746	44881605	60	4.049481616871016	22	2.127020702030339
20	ENSG00000260032.1	NORAD	36045621	36050960	222	1.306263199339304	103	0.9238422220015428
16	ENSG00000261082.1	LINC01228	79798049	79827150	137	2.901444146945148	73	2.381255953617391
16	ENSG00000261172.1	RP11-356C4.5	90110573	90168225	285	5.383400250007703	152	4.6359751659627495
19	ENSG00000268297.1	CLEC4GP1	7787548	7790621	392	1.2492424083475264	203	1.3395903367541218
19	ENSG00000269793.5	ZIM2-AS1	56690685	56799646	277	2.30842667627876	146	1.4340246130269227
6	ENSG00000272501.1	XXbac-BPG299F13.17	31195199	31198037	464	1.9472007616689184	231	1.813424838705604
1	ENSG00000272512.1	RP11-54O7.17	995965	998051	239	1.0259665408491383	106	0.7489201842979673
11	ENSG00000283703.1	RP11-680F20.6	125946055	125955667	105	1.7800875786774322	94	1.5856584041244852
10	ENSG00000067082.14	KLF6	3775995	3785281	451	1.4975320609144964	241	1.1557134090241512
22	ENSG00000070413.19	DGCR2	19036281	19122454	357	1.6048133197778829	197	1.4067776878322729
7	ENSG00000075624.13	ACTB	5527150	5563784	328	3.6028702785037434	154	2.9395190751898816
6	ENSG00000080007.7	DDX43	73395133	73417569	238	2.623849708728751	96	1.603173066703792
14	ENSG00000080824.18	HSP90AA1	102080737	102139502	242	2.59529984626145	114	1.848685617596184
8	ENSG00000082556.10	OPRK1	53225715	53251697	83	1.5321302423972905	30	1.5482937906219632
2	ENSG00000084754.10	HADHA	26190634	26244726	236	2.2531104529858634	112	2.308763759184448
19	ENSG00000087074.7	PPP1R15A	48872391	48876057	368	3.565738397146545	179	3.622055932619112
14	ENSG00000100867.14	DHRS2	23630114	23645639	33	1.5029096808827958	12	1.877569447112936
7	ENSG00000106025.8	TSPAN12	120787319	120858402	191	1.6679829053547324	112	1.544373842330404
7	ENSG00000106683.14	LIMK1	74082932	74122525	191	1.4394199791628204	95	1.2825625590678449
10	ENSG00000107593.16	PKD2L1	100288153	100330486	47	0.7804779259925209	18	1.6946385268401734
6	ENSG00000111981.4	ULBP1	149964006	149973710	88	1.3926684715326565	41	1.2216951719886409
1	ENSG00000116237.15	ICMT	6221299	6235972	131	1.077092490568517	76	1.0399383911271287
9	ENSG00000119431.9	HDHD3	113373418	113376999	351	2.0004084717962454	188	1.900922330552012
8	ENSG00000120915.13	EPHX2	27490778	27545564	274	3.1138797620432266	138	2.71268886574946
